S/N,Joined Proctor on,Stage,Entry,Bootcamp,Score,% Score,% Completed,M1-S1 Correct,M1-S1 Wrong,M1-S1 Tries,M1-S2 Tries,M2-S1 Correct,M2-S1 Wrong,M2-S1 Tries,M2-S2 Tries,M3-S1 Correct,M3-S1 Wrong,M3-S1 Tries,M3-S2 Tries,M4-S1 Correct,M4-S1 Wrong,M4-S1 Tries,M4-S2 Tries,M5-S1 Correct,M5-S1 Wrong,M5-S1 Tries,M5-S2 Tries,M6-S1 Correct,M6-S1 Wrong,M6-S1 Tries,M6-S2 Tries,M7-S1 Correct,M7-S1 Wrong,M7-S1 Tries,M7-S2 Tries,M8-S1 Correct,M8-S1 Wrong,M8-S1 Tries,M8-S2 Tries,M9-S1 Correct,M9-S1 Wrong,M9-S1 Tries,M9-S2 Tries,M10-S1 Correct,M10-S1 Wrong,M10-S1 Tries,M10-S2 Tries
5324,2/22/2016,Andela Proctor,0,FALSE,111,55.50%,20,3,3,3,0,6,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5325,3/28/2016,Andela Proctor,0,FALSE,139,69.50%,66,5,1,1,0,6,4,4,0,0,2,2,0,9,7,7,0,1,3,3,0,3,1,0,0,1,5,5,0,10,0,0,0,18,1,1,0,40,3,3,0
5326,3/28/2016,Andela Proctor,0,FALSE,143,71.50%,66,6,0,0,0,7,3,3,0,0,2,2,0,10,6,6,0,4,0,0,0,4,0,0,0,4,2,2,0,8,2,2,0,17,2,2,0,37,6,6,0
5327,2/22/2016,Andela Proctor,0,FALSE,136,68.00%,60,4,2,2,0,6,4,4,0,0,3,3,0,13,3,3,0,4,0,0,0,3,1,0,0,0,0,0,0,6,4,4,0,15,4,4,0,40,3,3,0
5328,3/29/2016,Andela Proctor,0,FALSE,102,51.00%,66,6,0,0,0,8,2,2,0,0,4,4,0,5,11,11,0,3,1,1,0,3,1,0,0,2,4,4,0,4,6,6,0,11,8,8,0,16,27,27,0
5329,3/8/2016,Andela Proctor,0,FALSE,136,68.00%,60,6,0,0,0,10,0,0,0,0,0,0,15,13,3,3,0,4,0,0,0,4,0,0,0,0,0,0,0,6,4,4,0,12,7,7,0,33,10,10,0
5330,3/29/2016,Andela Proctor,0,FALSE,139,69.50%,53,5,1,1,0,0,0,0,0,0,2,2,0,11,5,5,0,4,0,0,0,2,2,0,0,0,0,0,0,9,1,1,0,18,1,1,0,41,2,2,0
5331,2/19/2016,Andela Proctor,0,FALSE,108,54.00%,66,4,2,2,0,7,3,3,0,0,3,3,0,13,3,3,0,2,2,2,0,3,1,0,0,2,4,4,0,8,2,2,0,16,3,3,0,8,35,35,0
5332,3/28/2016,Andela Proctor,0,FALSE,98,49.00%,66,4,2,2,0,7,3,3,0,0,3,3,0,8,8,8,0,0,4,4,0,2,2,0,0,0,6,6,0,8,2,2,0,15,4,4,0,9,34,34,0
5333,2/25/2016,Andela Proctor,0,FALSE,124,62.00%,60,4,2,2,0,9,1,1,0,0,3,3,0,12,4,4,0,4,0,0,0,4,0,0,0,0,0,0,0,4,6,6,0,13,6,6,0,29,14,14,0
5334,3/18/2016,Andela Proctor,0,FALSE,107,53.50%,13,4,2,2,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5335,2/22/2016,Bootcamp Week 1,0,TRUE,113,56.50%,20,5,1,1,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5336,3/28/2016,Andela Proctor,0,FALSE,106,53.00%,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5337,2/22/2016,Andela Proctor,0,FALSE,112,56.00%,26,5,1,1,0,9,1,1,0,0,3,3,0,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5338,3/11/2016,Andela Proctor,0,FALSE,119,59.50%,26,6,0,0,0,9,1,1,0,0,4,4,0,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5339,12/29/2015,Plum.io,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5340,12/30/2015,Plum.io,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5341,12/29/2015,Plum.io,0,FALSE,104,52.00%,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5342,12/30/2015,Plum.io,0,FALSE,113,56.50%,20,5,1,1,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5343,1/6/2016,Andela Proctor,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5344,1/7/2016,Plum.io,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5345,1/7/2016,Plum.io,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5346,12/29/2015,Plum.io,0,FALSE,111,55.50%,20,4,2,2,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5347,12/29/2015,Plum.io,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5348,12/29/2015,Plum.io,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5349,12/29/2015,Plum.io,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350,12/29/2015,Plum.io,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5351,12/29/2015,Plum.io,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5352,12/29/2015,Andela Proctor,0,FALSE,109,54.50%,20,4,2,2,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5353,12/29/2015,Plum.io,0,FALSE,105,52.50%,13,2,4,4,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5354,12/29/2015,Plum.io,0,FALSE,113,56.50%,20,3,3,3,0,8,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5355,12/29/2015,Plum.io,0,FALSE,111,55.50%,20,3,3,3,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5356,12/29/2015,Plum.io,0,FALSE,109,54.50%,20,1,5,5,0,5,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5357,12/29/2015,Plum.io,0,FALSE,103,51.50%,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5358,12/29/2015,Plum.io,0,FALSE,108,54.00%,20,2,4,4,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5359,12/29/2015,Plum.io,0,FALSE,106,53.00%,20,3,3,3,0,3,7,7,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5360,12/29/2015,Plum.io,0,FALSE,108,54.00%,20,3,3,3,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5361,12/29/2015,Plum.io,0,FALSE,104,52.00%,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5362,12/29/2015,Plum.io,0,FALSE,106,53.00%,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5363,12/29/2015,Plum.io,0,FALSE,109,54.50%,20,3,3,3,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5364,12/29/2015,Plum.io,0,FALSE,111,55.50%,20,3,3,3,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5365,12/29/2015,Plum.io,0,FALSE,111,55.50%,20,4,2,2,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5366,12/29/2015,Plum.io,0,FALSE,112,56.00%,20,4,2,2,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5367,12/29/2015,Plum.io,0,FALSE,107,53.50%,20,3,3,3,0,4,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5368,12/29/2015,Plum.io,0,FALSE,109,54.50%,20,3,3,3,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5369,12/29/2015,Andela Proctor,0,FALSE,105,52.50%,20,0,6,6,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5370,12/29/2015,Offer,1,TRUE,182,91.00%,100,6,0,0,0,7,3,3,0,0,2,2,1,15,1,1,1,4,0,0,1,4,0,0,1,4,2,2,0,8,2,2,0,18,1,1,0,41,2,2,1
5371,12/30/2015,Andela Proctor,0,FALSE,108,54.00%,20,2,4,4,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5372,12/29/2015,Andela Proctor,0,FALSE,109,54.50%,20,2,4,4,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5373,12/29/2015,Plum.io,0,FALSE,113,56.50%,20,5,1,1,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5374,12/29/2015,Plum.io,0,FALSE,106,53.00%,20,2,4,4,0,5,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5375,12/29/2015,Plum.io,0,FALSE,106,53.00%,20,3,3,3,0,5,5,5,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5376,12/29/2015,Offer,1,TRUE,184,92.00%,100,6,0,0,0,8,2,2,0,0,2,2,1,13,3,3,1,4,0,0,1,4,0,0,1,5,1,1,0,10,0,0,0,17,2,2,0,42,1,1,1
5377,12/29/2015,Plum.io,0,FALSE,124,62.00%,46,6,0,0,0,5,5,5,0,0,3,3,1,8,8,8,4,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5378,12/29/2015,Plum.io,0,FALSE,110,55.00%,13,4,2,2,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5379,12/29/2015,Plum.io,0,FALSE,104,52.00%,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5380,12/29/2015,Andela Proctor,0,FALSE,109,54.50%,20,2,4,4,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5381,12/29/2015,Plum.io,0,FALSE,114,57.00%,20,5,1,1,0,7,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5382,12/29/2015,Plum.io,0,FALSE,104,52.00%,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5383,12/29/2015,Plum.io,0,FALSE,106,53.00%,13,4,2,2,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5384,12/29/2015,Plum.io,0,FALSE,105,52.50%,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5385,12/29/2015,Plum.io,0,FALSE,108,54.00%,20,2,4,4,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5386,12/30/2015,Plum.io,0,FALSE,111,55.50%,20,3,3,3,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5387,12/29/2015,Plum.io,0,FALSE,108,54.00%,13,5,1,1,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5388,12/29/2015,Plum.io,0,FALSE,109,54.50%,20,4,2,2,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5389,12/29/2015,Plum.io,0,FALSE,116,58.00%,20,6,0,0,0,8,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5390,12/29/2015,Andela Proctor,0,FALSE,105,52.50%,20,0,6,6,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5391,12/29/2015,Plum.io,0,FALSE,105,52.50%,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5392,12/29/2015,Plum.io,0,FALSE,116,58.00%,20,6,0,0,0,9,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5393,12/29/2015,Plum.io,0,FALSE,107,53.50%,20,4,2,2,0,3,7,7,0,0,4,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5394,1/4/2016,Plum.io,0,FALSE,109,54.50%,13,5,1,1,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5395,12/29/2015,Plum.io,0,FALSE,108,54.00%,20,2,4,4,0,4,6,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5396,1/4/2016,Plum.io,0,FALSE,112,56.00%,20,5,1,1,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5397,12/29/2015,Plum.io,0,FALSE,110,55.00%,20,3,3,3,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5398,1/4/2016,Andela Proctor,0,FALSE,109,54.50%,20,2,4,4,0,5,5,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5399,1/4/2016,Andela Proctor,0,FALSE,109,54.50%,20,3,3,3,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5400,12/29/2015,Plum.io,0,FALSE,103,51.50%,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5401,12/29/2015,Plum.io,0,FALSE,113,56.50%,20,5,1,1,0,6,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5402,12/29/2015,Plum.io,0,FALSE,110,55.00%,13,6,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5403,12/29/2015,Plum.io,0,FALSE,114,57.00%,20,5,1,1,0,8,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5404,12/29/2015,Plum.io,0,FALSE,113,56.50%,20,5,1,1,0,6,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5405,12/29/2015,Plum.io,0,FALSE,110,55.00%,20,4,2,2,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5406,12/29/2015,Andela Proctor,0,FALSE,113,56.50%,20,6,0,0,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5407,1/4/2016,Plum.io,0,FALSE,111,55.50%,20,4,2,2,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5408,1/4/2016,Plum.io,0,FALSE,115,57.50%,20,5,1,1,0,9,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5409,12/29/2015,Plum.io,0,FALSE,102,51.00%,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5410,12/29/2015,Plum.io,0,FALSE,108,54.00%,20,3,3,3,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5411,1/6/2016,Plum.io,0,FALSE,100,50.00%,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5412,1/6/2016,Plum.io,0,FALSE,105,52.50%,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5413,12/29/2015,Plum.io,0,FALSE,104,52.00%,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5414,1/6/2016,Plum.io,0,FALSE,102,51.00%,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,1/6/2016,Plum.io,0,FALSE,102,51.00%,13,1,5,5,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5416,1/7/2016,Plum.io,0,FALSE,107,53.50%,20,3,3,3,0,5,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5417,1/7/2016,Andela Proctor,0,FALSE,103,51.50%,20,2,4,4,0,4,6,6,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5418,1/7/2016,Plum.io,0,FALSE,111,55.50%,20,3,3,3,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5419,1/6/2016,Plum.io,0,FALSE,109,54.50%,20,3,3,3,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5420,12/29/2015,Andela Proctor,0,FALSE,105,52.50%,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5421,1/7/2016,Plum.io,0,FALSE,108,54.00%,20,5,1,1,0,3,7,7,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5422,12/29/2015,Andela Proctor,0,FALSE,111,55.50%,20,6,0,0,0,6,4,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5423,12/29/2015,Plum.io,0,FALSE,103,51.50%,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5424,12/30/2015,Plum.io,0,FALSE,110,55.00%,20,2,4,4,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5425,12/29/2015,Plum.io,0,FALSE,110,55.00%,20,5,1,1,0,6,4,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5426,12/29/2015,Plum.io,0,FALSE,109,54.50%,20,3,3,3,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5427,12/29/2015,Plum.io,0,FALSE,113,56.50%,20,5,1,1,0,9,1,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5428,12/29/2015,Andela Proctor,0,FALSE,110,55.00%,20,3,3,3,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5429,1/7/2016,Plum.io,0,FALSE,104,52.00%,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5430,1/4/2016,Plum.io,0,FALSE,108,54.00%,13,6,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5431,12/29/2015,Plum.io,0,FALSE,109,54.50%,13,6,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5432,12/29/2015,Face to Face,0,FALSE,112,56.00%,20,3,3,3,0,7,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5433,12/29/2015,Plum.io,0,FALSE,107,53.50%,20,4,2,2,0,5,5,5,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5434,12/29/2015,Plum.io,0,FALSE,112,56.00%,20,4,2,2,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5435,12/29/2015,Andela Proctor,0,FALSE,110,55.00%,20,4,2,2,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5436,12/29/2015,Bootcamp Week 1,0,TRUE,110,55.00%,20,4,2,2,0,4,6,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5437,12/29/2015,Plum.io,0,FALSE,110,55.00%,13,5,1,1,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5438,12/29/2015,Plum.io,0,FALSE,112,56.00%,20,3,3,3,0,8,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5439,12/29/2015,Plum.io,0,FALSE,110,55.00%,20,4,2,2,0,7,3,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5440,12/29/2015,Plum.io,0,FALSE,112,56.00%,20,4,2,2,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5441,12/29/2015,Plum.io,0,FALSE,110,55.00%,20,4,2,2,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5442,12/29/2015,Face to Face,0,FALSE,111,55.50%,20,4,2,2,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5443,12/29/2015,Andela Proctor,0,FALSE,110,55.00%,20,5,1,1,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
