S/N,Joined Proctor on,Stage,Entry,Bootcamp,Score,% Score,% Completed,M1-S1 Correct,M1-S1 Wrong,M1-S1 Tries,M1-S2 Tries,M2-S1 Correct,M2-S1 Wrong,M2-S1 Tries,M2-S2 Tries,M3-S1 Correct,M3-S1 Wrong,M3-S1 Tries,M3-S2 Tries,M4-S1 Correct,M4-S1 Wrong,M4-S1 Tries,M4-S2 Tries,M5-S1 Correct,M5-S1 Wrong,M5-S1 Tries,M5-S2 Tries,M6-S1 Correct,M6-S1 Wrong,M6-S1 Tries,M6-S2 Tries,M7-S1 Correct,M7-S1 Wrong,M7-S1 Tries,M7-S2 Tries,M8-S1 Correct,M8-S1 Wrong,M8-S1 Tries,M8-S2 Tries,M9-S1 Correct,M9-S1 Wrong,M9-S1 Tries,M9-S2 Tries,M10-S1 Correct,M10-S1 Wrong,M10-S1 Tries,M10-S2 Tries
5206,2/22/2016,Andela Proctor,0,FALSE,159,79.50%,73,5,1,1,0,8,2,2,0,0,3,3,0,15,1,1,0,4,0,0,0,4,0,0,0,6,0,0,0,10,0,0,0,16,3,3,0,40,3,3,1
5207,2/22/2016,Face to Face,0,FALSE,134,67.00%,66,4,2,2,0,8,2,2,0,0,2,2,0,11,5,5,0,3,1,1,0,0,4,0,0,3,3,3,0,7,3,3,0,12,7,7,0,40,3,3,0
5208,3/8/2016,Andela Proctor,0,FALSE,99,49.50%,66,4,2,2,0,4,6,6,0,0,4,4,0,9,7,7,0,2,2,2,0,3,1,0,0,3,3,3,0,4,6,6,0,16,3,3,0,10,33,33,0
5209,3/8/2016,Andela Proctor,0,FALSE,166,83.00%,100,4,2,2,0,8,2,2,0,0,1,1,1,15,1,1,1,4,0,0,5,4,0,0,3,5,1,1,0,6,4,4,0,18,1,1,0,39,4,4,8
5210,3/28/2016,Andela Proctor,0,FALSE,108,54.00%,13,4,2,2,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5211,2/22/2016,Bootcamp Scheduling,0,TRUE,192,96.00%,100,6,0,0,0,9,1,1,0,0,0,0,1,16,0,0,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,18,1,1,0,42,1,1,1
5212,3/29/2016,Andela Proctor,0,FALSE,113,56.50%,26,4,2,2,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,13,6,6,0,0,0,0,0
5213,3/29/2016,Andela Proctor,0,FALSE,128,64.00%,66,5,1,1,0,5,5,5,0,0,3,3,0,8,8,8,0,3,1,1,0,4,0,0,0,3,3,3,0,6,4,4,0,16,3,3,0,33,10,10,0
5214,3/11/2016,Andela Proctor,0,FALSE,120,60.00%,40,2,4,4,0,7,3,3,0,0,1,1,0,4,12,12,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5215,2/22/2016,Andela Proctor,0,FALSE,154,77.00%,86,5,1,1,0,8,2,2,0,0,4,4,0,12,4,4,1,3,1,1,1,4,0,0,1,4,2,2,0,6,4,4,0,15,4,4,0,37,6,6,2
5216,3/22/2016,Andela Proctor,0,FALSE,111,55.50%,20,5,1,1,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5217,3/29/2016,Face to Face,0,FALSE,153,76.50%,100,5,1,1,0,6,4,4,0,0,2,2,1,13,3,3,1,3,1,1,8,2,2,0,1,2,4,4,0,8,2,2,0,15,4,4,0,31,12,12,1
5218,3/28/2016,Andela Proctor,0,FALSE,117,58.50%,20,6,0,0,0,8,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5219,3/28/2016,Andela Proctor,0,FALSE,123,61.50%,66,2,4,4,0,8,2,2,0,0,2,2,2,11,5,5,0,4,0,0,0,4,0,0,0,2,4,4,0,3,7,7,0,14,5,5,0,29,14,14,0
5220,3/28/2016,Andela Proctor,0,FALSE,98,49.00%,66,3,3,3,0,8,2,2,0,0,5,5,0,5,11,11,0,3,1,1,0,4,0,0,0,2,4,4,0,6,4,4,0,7,12,12,0,17,26,26,0
5221,2/25/2016,Andela Proctor,0,FALSE,98,49.00%,66,6,0,0,0,6,4,4,0,0,4,4,0,6,10,10,0,2,2,2,0,4,0,0,0,3,3,3,0,4,6,6,0,11,8,8,0,12,31,31,0
5222,3/30/2016,Andela Proctor,0,FALSE,119,59.50%,66,6,0,0,0,5,5,5,0,0,2,2,3,9,7,7,0,2,2,2,0,0,0,0,0,3,3,3,0,5,5,5,0,13,6,6,0,29,14,14,0
5223,3/29/2016,Andela Proctor,0,FALSE,105,52.50%,20,3,3,3,0,5,5,5,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5224,3/1/2016,Andela Proctor,0,FALSE,186,93.00%,100,5,1,1,0,8,2,2,0,0,0,0,1,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,16,3,3,0,41,2,2,1
5225,3/17/2016,Face to Face,0,FALSE,184,92.00%,100,5,1,1,0,9,1,1,0,0,1,1,1,14,2,2,1,4,0,0,2,4,0,0,1,6,0,0,0,9,1,1,0,18,1,1,0,40,3,3,1
5226,3/30/2016,Andela Proctor,0,FALSE,127,63.50%,66,4,2,2,0,7,3,3,0,0,2,2,0,9,7,7,0,4,0,0,0,4,0,0,0,1,5,5,0,5,5,5,0,15,4,4,0,32,11,11,0
5227,3/28/2016,Andela Proctor,0,FALSE,106,53.00%,53,0,6,6,0,7,3,3,0,0,3,3,0,0,0,0,0,2,2,2,0,4,0,0,0,0,0,0,0,3,7,7,0,13,6,6,0,23,20,20,0
5228,3/28/2016,Andela Proctor,0,FALSE,116,58.00%,20,5,1,1,0,9,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5229,3/28/2016,Andela Proctor,0,FALSE,116,58.00%,26,5,1,1,0,8,2,2,0,0,4,4,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5230,3/8/2016,Boot Camp Week 2,0,TRUE,184,92.00%,100,5,1,1,0,8,2,2,0,0,0,0,1,14,2,2,2,4,0,0,1,4,0,0,2,5,1,1,0,10,0,0,0,19,0,0,0,40,3,3,1
5231,2/25/2016,Andela Proctor,0,FALSE,171,85.50%,100,4,2,2,0,7,3,3,0,0,4,4,1,15,1,1,1,4,0,0,3,3,1,0,2,5,1,1,0,8,2,2,0,16,3,3,0,41,2,2,3
5232,3/28/2016,Andela Proctor,0,FALSE,116,58.00%,66,5,1,1,0,7,3,3,0,0,3,3,11,7,9,9,0,2,2,2,2,3,1,0,8,4,2,2,0,6,4,4,0,15,4,4,0,22,21,21,13
5233,3/17/2016,Andela Proctor,0,FALSE,131,65.50%,73,5,1,1,0,3,7,7,0,0,4,4,0,12,4,4,0,4,0,0,0,3,1,0,0,2,4,4,0,5,5,5,0,16,3,3,0,31,12,12,1
5234,2/25/2016,Andela Proctor,0,FALSE,110,55.00%,20,3,3,3,0,5,5,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5235,2/22/2016,Andela Proctor,0,FALSE,151,75.50%,100,3,3,3,0,4,6,6,0,0,2,2,2,11,5,5,1,4,0,0,2,4,0,0,1,1,5,5,0,7,3,3,0,16,3,3,0,28,15,15,1
5236,2/22/2016,Andela Proctor,0,FALSE,107,53.50%,20,2,4,4,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5237,3/17/2016,Andela Proctor,0,FALSE,176,88.00%,100,5,1,1,0,8,2,2,0,0,2,2,1,15,1,1,3,4,0,0,5,3,1,0,1,6,0,0,0,10,0,0,0,17,2,2,0,39,4,4,1
5238,2/19/2016,Andela Proctor,0,FALSE,79,39.50%,66,3,3,3,0,5,5,5,0,0,5,5,0,6,10,10,0,3,1,1,0,0,4,0,0,3,3,3,0,3,7,7,0,8,11,11,0,5,38,38,0
5239,3/17/2016,Face to Face,0,FALSE,138,69.00%,66,4,2,2,0,8,2,2,0,0,4,4,0,13,3,3,0,4,0,0,0,4,0,0,0,4,2,2,0,7,3,3,0,14,5,5,0,36,7,7,0
5240,2/22/2016,Andela Proctor,0,FALSE,87,43.50%,33,5,1,1,0,7,3,3,0,0,3,3,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,31,0
5241,2/25/2016,Andela Proctor,0,FALSE,130,65.00%,40,6,0,0,0,7,3,3,0,0,2,2,0,13,3,3,0,3,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5242,3/8/2016,Andela Proctor,0,FALSE,169,84.50%,100,5,1,1,0,6,4,4,0,0,2,2,1,15,1,1,1,4,0,0,5,3,1,0,1,3,3,3,0,7,3,3,0,16,3,3,0,39,4,4,1
5243,2/22/2016,Andela Proctor,0,FALSE,131,65.50%,80,3,3,3,0,7,3,3,0,0,4,4,0,10,6,6,0,4,0,0,0,3,1,0,1,3,3,3,0,3,7,7,0,14,5,5,0,28,15,15,1
5244,3/22/2016,Andela Proctor,0,FALSE,139,69.50%,73,5,1,1,0,7,3,3,0,0,4,4,0,12,4,4,3,2,2,2,0,4,0,0,0,3,3,3,0,8,2,2,0,16,3,3,0,32,11,11,1
5245,3/11/2016,Andela Proctor,0,FALSE,123,61.50%,66,3,3,3,0,8,2,2,0,0,3,3,0,11,5,5,0,3,1,1,0,4,0,0,0,3,3,3,0,7,3,3,0,13,6,6,0,26,17,17,0
5246,2/22/2016,Face to Face,0,FALSE,137,68.50%,53,5,1,1,0,6,4,4,0,0,3,3,0,15,1,1,0,4,0,0,0,0,0,0,0,5,1,1,0,7,3,3,0,16,3,3,0,0,0,0,0
5247,2/22/2016,Offer,1,TRUE,181,90.50%,100,4,2,2,0,9,1,1,0,0,3,3,2,15,1,1,1,4,0,0,1,4,0,0,1,5,1,1,0,8,2,2,0,18,1,1,0,41,2,2,1
5248,3/29/2016,Andela Proctor,0,FALSE,106,53.00%,13,3,3,3,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5249,2/22/2016,Andela Proctor,0,FALSE,130,65.00%,66,4,2,2,0,7,3,3,0,0,2,2,0,14,2,2,0,4,0,0,0,4,0,0,0,2,4,4,0,8,2,2,0,13,6,6,0,28,15,15,0
5250,3/17/2016,Andela Proctor,0,FALSE,105,52.50%,20,4,2,2,0,2,8,8,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5251,3/29/2016,Andela Proctor,0,FALSE,115,57.50%,40,2,4,4,0,9,1,1,0,0,0,0,0,7,9,9,0,0,0,0,0,2,2,0,0,1,5,5,0,6,4,4,0,0,0,0,0,0,0,0,0
5252,2/22/2016,Andela Proctor,0,FALSE,124,62.00%,53,2,4,4,0,6,4,4,0,0,0,0,0,10,6,6,1,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,5,5,0,34,9,9,0
5253,3/29/2016,Offer,1,TRUE,185,92.50%,100,6,0,0,0,9,1,1,0,0,2,2,3,15,1,1,1,4,0,0,1,4,0,0,1,6,0,0,0,10,0,0,0,18,1,1,0,40,3,3,1
5254,3/28/2016,Andela Proctor,0,FALSE,109,54.50%,13,5,1,1,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5255,3/28/2016,Andela Proctor,0,FALSE,104,52.00%,26,2,4,4,0,5,5,5,0,0,3,3,0,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5256,3/17/2016,Andela Proctor,0,FALSE,169,84.50%,100,5,1,1,0,6,4,4,0,0,0,0,1,13,3,3,1,4,0,0,1,4,0,0,1,1,5,5,0,9,1,1,0,14,5,5,0,36,7,7,1
5257,3/17/2016,Andela Proctor,0,FALSE,155,77.50%,80,6,0,0,0,7,3,3,0,0,2,2,1,11,5,5,0,3,1,1,0,3,1,0,0,3,3,3,0,8,2,2,0,17,2,2,0,39,4,4,1
5258,2/22/2016,Andela Proctor,0,FALSE,110,55.00%,20,3,3,3,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,3,0
5259,2/22/2016,Andela Proctor,0,FALSE,121,60.50%,66,4,2,2,0,8,2,2,0,0,3,3,0,10,6,6,0,2,2,2,0,0,4,0,0,1,5,5,0,5,5,5,0,14,5,5,0,32,11,11,0
5260,3/17/2016,Andela Proctor,0,FALSE,151,75.50%,100,3,3,3,0,7,3,3,0,0,4,4,2,7,9,9,2,3,1,1,2,4,0,0,2,3,3,3,0,6,4,4,0,12,7,7,0,37,6,6,1
5261,2/22/2016,Andela Proctor,0,FALSE,101,50.50%,66,3,3,3,0,5,5,5,0,0,1,1,0,8,8,8,0,2,2,2,0,4,0,0,0,3,3,3,0,3,7,7,0,12,7,7,0,14,29,29,0
5262,2/22/2016,Andela Proctor,0,FALSE,103,51.50%,66,4,2,2,0,8,2,2,0,0,4,4,0,8,8,8,0,2,2,2,0,3,1,0,0,3,3,3,0,5,5,5,0,13,6,6,0,13,30,30,0
5263,3/17/2016,Andela Proctor,0,FALSE,106,53.00%,13,6,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5264,3/11/2016,Andela Proctor,0,FALSE,138,69.00%,66,3,3,3,0,9,1,1,0,0,3,3,0,12,4,4,0,4,0,0,0,3,1,0,0,6,0,0,0,8,2,2,0,16,3,3,0,32,11,11,0
5265,3/17/2016,Andela Proctor,0,FALSE,105,52.50%,13,3,3,3,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5266,3/28/2016,Andela Proctor,0,FALSE,120,60.00%,66,3,3,3,0,7,3,3,0,0,3,3,0,11,5,5,0,4,0,0,0,4,0,0,0,3,3,3,0,7,3,3,0,15,4,4,0,21,22,22,0
5267,3/29/2016,Andela Proctor,0,FALSE,115,57.50%,66,3,3,3,0,7,3,3,0,0,5,5,0,10,6,6,0,2,2,2,0,2,2,0,0,1,5,5,0,5,5,5,0,13,6,6,0,29,14,14,0
5268,3/29/2016,Andela Proctor,0,FALSE,101,50.50%,66,2,4,4,0,6,4,4,0,0,3,3,0,7,9,9,0,2,2,2,0,2,2,0,0,2,4,4,0,2,8,8,0,10,9,9,0,23,20,20,0
5269,2/22/2016,Andela Proctor,0,FALSE,110,55.00%,60,3,3,3,0,5,5,5,0,0,3,3,0,11,5,5,0,2,2,2,0,0,0,0,0,3,3,3,0,7,3,3,0,14,5,5,0,22,21,21,0
5270,2/22/2016,Andela Proctor,0,FALSE,108,54.00%,20,2,4,4,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5271,2/25/2016,Andela Proctor,0,FALSE,105,52.50%,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5272,3/8/2016,Andela Proctor,0,FALSE,153,76.50%,73,5,1,1,0,9,1,1,0,0,3,3,0,15,1,1,0,3,1,1,3,3,1,0,0,4,2,2,0,7,3,3,0,16,3,3,0,40,3,3,1
5273,2/22/2016,Andela Proctor,0,FALSE,102,51.00%,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5274,2/22/2016,Andela Proctor,0,FALSE,136,68.00%,66,4,2,2,0,5,5,5,0,0,2,2,0,11,5,5,0,2,2,2,0,2,2,0,0,2,4,4,0,10,0,0,0,15,4,4,0,15,4,4,0
5275,3/30/2016,Andela Proctor,0,FALSE,114,57.00%,20,6,0,0,0,6,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5276,3/28/2016,Andela Proctor,0,FALSE,127,63.50%,66,4,2,2,0,8,2,2,0,0,3,3,0,12,4,4,0,4,0,0,0,4,0,0,0,3,3,3,0,8,2,2,0,16,3,3,0,23,20,20,0
5277,3/17/2016,Andela Proctor,0,FALSE,109,54.50%,20,5,1,1,0,5,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5278,3/30/2016,Andela Proctor,0,FALSE,69,34.50%,20,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,10,0,13,30,30,0
5279,2/25/2016,Andela Proctor,0,FALSE,134,67.00%,60,4,2,2,0,5,5,5,0,0,2,2,0,10,6,6,0,3,1,1,0,3,1,0,0,4,2,2,0,8,2,2,0,14,5,5,0,0,0,0,0
5280,2/25/2016,Andela Proctor,0,FALSE,106,53.00%,26,3,3,3,0,7,3,3,0,0,4,4,0,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5281,2/25/2016,Andela Proctor,0,FALSE,108,54.00%,53,4,2,2,0,6,4,4,0,0,5,5,0,10,6,6,0,0,0,0,0,3,1,0,0,0,0,0,0,9,1,1,0,12,7,7,0,24,19,19,0
5282,2/22/2016,Andela Proctor,0,FALSE,106,53.00%,13,2,4,4,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5283,3/30/2016,Andela Proctor,0,FALSE,147,73.50%,66,5,1,1,0,7,3,3,0,0,3,3,2,15,1,1,0,4,0,0,0,3,1,0,0,6,0,0,0,10,0,0,0,16,3,3,0,36,7,7,0
5284,3/28/2016,Andela Proctor,0,FALSE,160,80.00%,66,6,0,0,0,8,2,2,0,0,2,2,0,15,1,1,0,4,0,0,0,4,0,0,0,6,0,0,0,10,0,0,0,19,0,0,0,42,1,1,0
5285,3/28/2016,Andela Proctor,0,FALSE,105,52.50%,33,2,4,4,0,3,7,7,0,0,3,3,2,4,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5286,2/22/2016,Andela Proctor,0,FALSE,107,53.50%,20,4,2,2,0,3,7,7,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5287,3/28/2016,Andela Proctor,0,FALSE,123,61.50%,66,6,0,0,0,8,2,2,0,0,4,4,0,11,5,5,0,2,2,2,0,3,1,0,0,4,2,2,0,6,4,4,0,16,3,3,0,23,20,20,0
5288,3/1/2016,Andela Proctor,0,FALSE,120,60.00%,66,4,2,2,0,7,3,3,0,0,2,2,0,11,5,5,0,4,0,0,0,0,0,0,0,3,3,3,0,6,4,4,0,13,6,6,0,22,21,21,0
5289,3/28/2016,Andela Proctor,0,FALSE,109,54.50%,13,4,2,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5290,3/28/2016,Andela Proctor,0,FALSE,116,58.00%,66,5,1,1,0,7,3,3,0,0,4,4,0,13,3,3,0,4,0,0,0,4,0,0,0,3,3,3,0,7,3,3,0,16,3,3,0,13,30,30,0
5291,3/28/2016,Andela Proctor,0,FALSE,113,56.50%,20,5,1,1,0,6,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5292,3/28/2016,Andela Proctor,0,FALSE,108,54.00%,66,5,1,1,0,6,4,4,0,0,3,3,0,11,5,5,0,2,2,2,0,4,0,0,0,3,3,3,0,4,6,6,0,12,7,7,0,16,27,27,0
5293,2/25/2016,Andela Proctor,0,FALSE,113,56.50%,33,2,4,4,0,8,2,2,0,0,3,3,0,7,9,9,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5294,2/22/2016,Andela Proctor,0,FALSE,112,56.00%,20,4,2,2,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5295,3/29/2016,Andela Proctor,0,FALSE,113,56.50%,20,5,1,1,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5296,3/30/2016,Andela Proctor,0,FALSE,128,64.00%,66,5,1,1,0,7,3,3,0,0,6,6,0,14,2,2,0,3,1,1,0,3,1,0,0,4,2,2,0,6,4,4,0,17,2,2,0,27,16,16,0
5297,3/11/2016,Andela Proctor,0,FALSE,106,53.00%,13,2,4,4,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5298,2/22/2016,Andela Proctor,0,FALSE,127,63.50%,66,6,0,0,0,7,3,3,0,0,3,3,0,10,6,6,0,4,0,0,0,3,1,0,0,2,4,4,0,7,3,3,0,15,4,4,0,28,15,15,0
5299,3/30/2016,Andela Proctor,0,FALSE,111,55.50%,20,4,2,2,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5300,3/28/2016,Andela Proctor,0,FALSE,109,54.50%,20,4,2,2,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5301,2/22/2016,Andela Proctor,0,FALSE,107,53.50%,20,2,4,4,0,6,4,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5302,3/28/2016,Andela Proctor,0,FALSE,107,53.50%,20,2,4,4,0,4,6,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5303,3/17/2016,Andela Proctor,0,FALSE,117,58.50%,66,3,3,3,0,9,1,1,0,0,3,3,0,7,9,9,0,3,1,1,0,4,0,0,0,3,3,3,0,4,6,6,0,12,7,7,0,27,16,16,0
5304,2/19/2016,Andela Proctor,0,FALSE,86,43.00%,53,4,2,2,0,7,3,3,0,0,4,4,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,2,8,8,0,5,14,14,0,11,32,32,0
5305,3/28/2016,Andela Proctor,0,FALSE,112,56.00%,20,3,3,3,0,7,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5306,2/25/2016,Andela Proctor,0,FALSE,102,51.00%,26,2,4,4,0,3,7,7,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,0,0,0,0,0
5307,3/28/2016,Andela Proctor,0,FALSE,119,59.50%,66,3,3,3,0,8,2,2,0,0,4,4,0,14,2,2,0,2,2,2,0,4,0,0,0,4,2,2,0,5,5,5,0,16,3,3,0,19,24,24,0
5308,3/30/2016,Andela Proctor,0,FALSE,119,59.50%,60,5,1,1,0,6,4,4,0,0,4,4,0,11,5,5,0,1,3,3,0,3,1,0,0,0,0,0,0,6,4,4,0,12,7,7,0,31,12,12,0
5309,3/28/2016,Andela Proctor,0,FALSE,113,56.50%,20,5,1,1,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5310,3/28/2016,Andela Proctor,0,FALSE,100,50.00%,66,5,1,1,0,5,5,5,0,0,6,6,0,6,10,10,0,4,0,0,0,3,1,0,0,2,4,4,0,6,4,4,0,10,9,9,0,17,26,26,0
5311,3/11/2016,Andela Proctor,0,FALSE,110,55.00%,26,5,1,1,0,8,2,2,0,0,3,3,0,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5312,3/22/2016,Andela Proctor,0,FALSE,117,58.50%,66,4,2,2,0,6,4,4,0,0,2,2,0,6,10,10,0,3,1,1,0,4,0,0,0,1,5,5,0,7,3,3,0,13,6,6,0,27,16,16,0
5313,2/25/2016,Andela Proctor,0,FALSE,112,56.00%,20,5,1,1,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5314,2/22/2016,Andela Proctor,0,FALSE,107,53.50%,66,3,3,3,0,7,3,3,0,0,3,3,0,7,9,9,0,3,1,1,0,4,0,0,0,4,2,2,0,5,5,5,0,12,7,7,0,17,26,26,0
5315,3/30/2016,Andela Proctor,0,FALSE,99,49.50%,66,3,3,3,0,7,3,3,0,0,4,4,0,10,6,6,0,2,2,2,0,3,1,0,0,3,3,3,0,5,5,5,0,9,10,10,0,13,30,30,0
5316,3/28/2016,Andela Proctor,0,FALSE,108,54.00%,13,6,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5317,2/22/2016,Andela Proctor,0,FALSE,109,54.50%,20,4,2,2,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5318,3/18/2016,Andela Proctor,0,FALSE,110,55.00%,26,4,2,2,0,7,3,3,0,0,3,3,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5319,2/25/2016,Andela Proctor,0,FALSE,130,65.00%,33,5,1,1,0,9,1,1,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5320,3/11/2016,Andela Proctor,0,FALSE,116,58.00%,26,5,1,1,0,8,2,2,0,0,4,4,0,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5321,3/30/2016,Andela Proctor,0,FALSE,112,56.00%,20,4,2,2,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5322,2/22/2016,Andela Proctor,0,FALSE,140,70.00%,66,6,0,0,0,5,5,5,0,0,2,2,0,15,1,1,0,3,1,1,0,4,0,0,0,5,1,1,0,7,3,3,0,15,4,4,0,34,9,9,0
5323,3/22/2016,Andela Proctor,0,FALSE,111,55.50%,13,6,0,0,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
